Identifier,Date,Crime Type,Address,Narrative
11408570,07/20/2014 22:27,[RMS] Burglary,1537 LORENZO DR  VALLEJO CA 94589,
11408676,07/20/2014 09:45,[RMS] Burglary,245 LOFAS PL  VALLEJO CA 94589,
11408604,07/20/2014 07:26,[RMS] Burglary,401 PHELAN AV  VALLEJO CA 94590,Place: @ 7-11 ON GEO / GUNS STOLEN
11408549,07/19/2014 23:02,[RMS] Burglary,321 EL DORADO ST  VALLEJO CA 94590,
11409597,07/19/2014 18:07,[RMS] Burglary,4311 SONOMA BL  VALLEJO CA 94589,Place: AAAA RENT A SPACE
11408522,07/18/2014 23:51,[RMS] Burglary,172 MICA CT  VALLEJO CA 94589,Place: @MEDINA RESIDENCE
11408758,07/18/2014 19:30,[RMS] Burglary,2009 MARIN ST  VALLEJO CA 94590,
11408508,07/18/2014 18:19,[RMS] Burglary,727 FLORIDA ST  VALLEJO CA 94590,Place: DOWNSTAIRS
11408576,07/18/2014 15:45,[RMS] Burglary,536 FLEMING AVE E  VALLEJO CA 94591,
11408744,07/18/2014 14:54,[RMS] Burglary,226 SPRINGS RD  VALLEJO CA 94590,
11408619,07/18/2014 08:38,[RMS] Burglary,796 ELMWOOD AV  VALLEJO CA 94591,
11408466,07/17/2014 17:23,[RMS] Burglary,2131 SACRAMENTO ST  VALLEJO CA 94590,
11408588,07/17/2014 16:21,[RMS] Burglary,920 TENNESSEE ST  VALLEJO CA 94590,
11408586,07/17/2014 14:57,[RMS] Burglary,139 AUDEN ST  VALLEJO CA 94591,
11408455,07/17/2014 13:57,[RMS] Attempted Burglary-Felony,301 LOFAS PL  VALLEJO CA 94589,Place: ATT
11408426,07/17/2014 00:59,[RMS] Burglary,904 ADMIRAL CALLAGHAN LN  VALLEJO CA 94591,Place: TARGET
11408421,07/16/2014 22:41,[RMS] Burglary,355 PARKVIEW TER  VALLEJO CA 94589,
11408423,07/16/2014 22:34,[RMS] Burglary,100 HILLVIEW DR  VALLEJO CA 94591,
11408418,07/16/2014 20:18,[RMS] Burglary,315 TENNESSEE ST  VALLEJO CA 94590,Place: PARKING LOT
11408414,07/16/2014 19:32,[RMS] Burglary,408 CENTRAL AV  VALLEJO CA 94590,Place: HOUSE
11408382,07/16/2014 10:05,[RMS] Burglary,10 ASHTON CT  VALLEJO CA 94591,
11408367,07/16/2014 03:20,[RMS] Burglary,303 CARLSON ST  VALLEJO CA 94590,Place: PGE POWER STATION
11408336,07/15/2014 12:07,[RMS] Burglary,3008 GEORGIA ST  VALLEJO CA 94591,
11408322,07/14/2014 19:45,[RMS] Burglary,3480 TENNESSEE ST  VALLEJO CA 94591,Place: METRO SELF STORAGE
11408321,07/14/2014 15:59,[RMS] Burglary,976 ADMIRAL CALLAGHAN LN  VALLEJO CA 94591,Place: ATT WIRELESS
11408398,07/14/2014 14:41,[RMS] Burglary,1050 REDWOOD ST  VALLEJO CA 94590,Place: WALGREENS
11408309,07/14/2014 14:26,[RMS] Burglary,854 ASHWOOD AV  VALLEJO CA 94591,
11408314,07/14/2014 12:19,[RMS] Burglary,1301 ARKANSAS ST  VALLEJO CA 94590,
11408251,07/14/2014 03:05,[RMS] Burglary,628 PIERCE ST  VALLEJO CA 94590,
11409047,07/13/2014 17:41,[RMS] Burglary,4311 SONOMA BL  VALLEJO CA 94589,Place: AAAA RENT A SPACE
11408949,07/13/2014 16:50,[RMS] Burglary,4311 SONOMA BL  VALLEJO CA 94589,Place: AAAA RENT A SPACE
11408287,07/13/2014 08:15,[RMS] Burglary,4311 SONOMA BL  VALLEJO CA 94589,Place: AAAA RENT A SPACE
11408216,07/13/2014 00:03,[RMS] Burglary,163 NANTUCKET LN  VALLEJO CA 94590,
11408205,07/12/2014 18:46,[RMS] Burglary,1706 OHIO ST  VALLEJO CA 94590,
11408202,07/12/2014 16:41,[RMS] Burglary,105 PLAZA DR  VALLEJO CA 94591,Place: TOYS R US
11408187,07/12/2014 09:03,[RMS] Burglary,3224 TENNESSEE ST  VALLEJO CA 94591,
11408215,07/12/2014 03:05,[RMS] Burglary,444 ILLINOIS ST  VALLEJO CA 94590,
11408273,07/12/2014 03:05,[RMS] Burglary,219 DELAWARE ST  VALLEJO CA 94590,
11408175,07/11/2014 14:32,[RMS] Burglary,2000 ASCOT PKWY  VALLEJO CA 94591,Place: BLUE ROCK VILLAGE APTS
11408134,07/10/2014 17:36,[RMS] Burglary,500 BRUNSWICK DR  VALLEJO CA 94591,Place: CURTIS EWING
11408259,07/09/2014 15:44,[RMS] Burglary,308 CAROLINA ST  VALLEJO CA 94590,
11408081,07/09/2014 12:35,[RMS] Burglary,723 CAPITOL ST  VALLEJO CA 94590,
11408222,07/09/2014 08:45,[RMS] Burglary,165 HOGAN AV  VALLEJO CA 94589,Place: @488 OF GUNS
11408058,07/09/2014 00:19,[RMS] Burglary,733 TENNESSEE ST  VALLEJO CA 94590,Place: RICK MARIANI PHOTOGRAPHY
11408054,07/08/2014 17:46,[RMS] Burglary,1105 PORTER ST  VALLEJO CA 94590,
11408089,07/08/2014 16:30,[RMS] Burglary,228 HAMPSHIRE ST  VALLEJO CA 94590,Place: HOUSE
11408051,07/08/2014 16:04,[RMS] Burglary,117 HOGAN AV  VALLEJO CA 94589,
11408041,07/08/2014 11:57,[RMS] Burglary,501 SERENO DR  VALLEJO CA 94589,Place: WALMART NEIGHBORHOOD MARKET
11408115,07/08/2014 10:36,[RMS] Burglary,1114 KENTUCKY ST  VALLEJO CA 94590,
11408009,07/07/2014 17:23,[RMS] Burglary,1379 GRANADA ST  VALLEJO CA 94591,Place: JANET S MATA
11407998,07/07/2014 15:48,[RMS] Burglary,200 PARKVIEW TER  VALLEJO CA 94589,
11407993,07/07/2014 12:46,[RMS] Burglary,1120 CAROLINA ST  VALLEJO CA 94590,
11407946,07/06/2014 20:23,[RMS] Burglary,2851 REDWOOD PW  VALLEJO CA 94591,
11407960,07/06/2014 18:56,[RMS] Burglary,128 WINDSOR CT  VALLEJO CA 94591,
11407928,07/06/2014 09:19,[RMS] Burglary,40 CALIFORNIA ST  VALLEJO CA 94590,Place: JOLLY ICE CREAM
11407909,07/05/2014 15:46,[RMS] Burglary,419 SHASTA ST  VALLEJO CA 94590,
11409564,07/05/2014 15:19,[RMS] Burglary,1309 ENSIGN AV  VALLEJO CA 94590,Place: HIGHLAND ELEMENTARY SCHOOL
11407893,07/05/2014 11:10,[RMS] Burglary,117 13TH ST  VALLEJO CA 94590,
11407898,07/05/2014 10:40,[RMS] Burglary,1309 ENSIGN AV  VALLEJO CA 94590,Place: HIGHLAND ELEMENTARY SCHOOL
11408258,07/05/2014 07:26,[RMS] Burglary,812 GEORGIA ST  VALLEJO CA 94590,Place: COMMODORE APARTMENTS
11407925,07/05/2014 06:41,[RMS] Burglary,135 VALLE VISTA AV  VALLEJO CA 94590,Place: 7 FLAGS CAR WASH
11407888,07/05/2014 03:22,[RMS] Burglary,628 PIERCE ST  VALLEJO CA 94590,
11407889,07/04/2014 22:10,[RMS] Burglary,172 DUTCH FLAT CT  VALLEJO CA 94589,
11407876,07/04/2014 16:49,[RMS] Burglary,108 WILDFLOWER AV  VALLEJO CA 94591,
11407871,07/04/2014 14:57,[RMS] Attempted Burglary-Felony,755 ROSEWOOD AV  VALLEJO CA 94591,
11408725,07/04/2014 13:34,[RMS] Burglary,705 AMADOR ST  VALLEJO CA 94590,
11408617,07/04/2014 13:09,[RMS] Burglary,717 DEL NORTE ST  VALLEJO CA 94591,
11407903,07/04/2014 13:02,[RMS] Burglary,407 EVELYN CR  VALLEJO CA 94589,
11407886,07/04/2014 01:14,[RMS] Burglary,740 JACK LONDON DR  VALLEJO CA 94589,Place: RESIDENCE
11407833,07/03/2014 16:04,[RMS] Burglary,218 12TH STREET  VALLEJO CA 94590,
11408000,07/03/2014 15:14,[RMS] Burglary,2851 REDWOOD PW  VALLEJO CA,
11407811,07/03/2014 09:07,[RMS] Burglary,1408 NEBRASKA ST  VALLEJO CA 94590,
11407957,07/02/2014 21:44,[RMS] Burglary,1528 SACRAMENTO ST  VALLEJO CA 94590,Place: LUPRE CLEANING SERVICES
11407803,07/02/2014 20:01,[RMS] Burglary,1012 SHASTA ST  VALLEJO CA 94590,
11407792,07/02/2014 16:58,[RMS] Burglary,904 MARIPOSA ST  VALLEJO CA 94590,
11407785,07/02/2014 15:49,[RMS] Burglary,116 FOSTER ST  VALLEJO CA 94591,
11407772,07/02/2014 12:44,[RMS] Burglary,210 BOWMAN DR  VALLEJO CA 94591,Place: @2P1
11407806,07/02/2014 00:53,[RMS] Burglary,829 KENTUCKY ST  VALLEJO CA 94590,
11407731,07/01/2014 17:09,[RMS] Burglary,1820 ALABAMA ST  VALLEJO CA 94590,
11407830,07/01/2014 14:51,[RMS] Burglary,685 WELLFLEET DR  VALLEJO CA 94591,
11408235,07/01/2014 13:03,[RMS] Burglary,829 CAPITOL ST  VALLEJO CA 94590,
11407702,07/01/2014 11:56,[RMS] Burglary,318 CAPITOL ST  VALLEJO CA 94590,
11407691,07/01/2014 10:34,[RMS] Burglary,233 HOBBS AV  VALLEJO CA 94589,Place: JOHN FINNEY HIGH SCHOOL
11407663,07/01/2014 02:04,[RMS] Attempted Burglary-Felony,217 CONTRA COSTA ST  VALLEJO CA 94590,
11407626,06/30/2014 02:41,[RMS] Burglary,1825 SONOMA BL  VALLEJO CA 94590,Place: CASA DE VALLEJO
11407620,06/29/2014 20:21,[RMS] Burglary,512 SACRAMENTO ST  VALLEJO CA 94590,Place: CHINA WOK CHINESE CUISINE
11407605,06/29/2014 15:07,[RMS] Burglary,119 CHAPMAN CT  VALLEJO CA 94589,Place: @HOUSE TO THE RIGHT OF
11407593,06/29/2014 04:53,[RMS] Burglary,900 FAIRGROUNDS DR  VALLEJO CA 94589,Place: FAIRGROUNDS - SOLANO COUNTY
11407573,06/28/2014 14:08,[RMS] Burglary,1333 N CAMINO ALTO  VALLEJO CA 94589,Place: WATERSTONE APARTMENTS
11407547,06/27/2014 19:07,[RMS] Burglary,124 ALAMEDA ST  VALLEJO CA 94590,
11407525,06/27/2014 12:22,[RMS] Burglary,145 HOGAN AV  VALLEJO CA 94589,Place: VASQUEZ RESIDENCE
11407516,06/27/2014 05:28,[RMS] Burglary,4287 SONOMA BL  VALLEJO CA 94589,
11407511,06/26/2014 23:17,[RMS] Burglary,215 RONEY AV  VALLEJO CA 94590,
11407721,06/26/2014 09:11,[RMS] Attempted Burglary-Felony,505 AZUAR DR  VALLEJO CA 94592,
11407478,06/25/2014 08:04,[RMS] Attempted Burglary-Felony,3760 SONOMA BL  VALLEJO CA 94590,Place: DOMINO COMPUTER
11407436,06/25/2014 07:23,[RMS] Burglary,111 DELTA CIR  VALLEJO CA 94589,
11407424,06/24/2014 19:57,[RMS] Burglary,430 PICASSO CT  VALLEJO CA 94591,
11407411,06/24/2014 18:51,[RMS] Burglary,254 VALLE VISTA AV  VALLEJO CA 94590,
11407393,06/24/2014 11:06,[RMS] Burglary,175 LANCASTER WY  VALLEJO CA 94591,
11407371,06/24/2014 08:10,[RMS] Burglary,1407 LEGEND CIR  VALLEJO CA 94591,Place: @ 15 AGO
11407360,06/23/2014 18:04,[RMS] Burglary,51 BEVERLY DR  VALLEJO CA 94591,Place: HOUSE
11407351,06/23/2014 17:22,[RMS] Burglary,100 PLOV WY  VALLEJO CA 94590,Place: @GRY AUDI A3
11408104,06/23/2014 14:42,[RMS] Burglary,151 BRITANNIA CT  VALLEJO CA 94591,
11407328,06/23/2014 04:29,[RMS] Burglary,975 SERENO DR  VALLEJO CA 94589,Place: KAISER BAYVIEW SOUTH
11407326,06/23/2014 00:54,[RMS] Burglary,2850 REDWOOD PW  VALLEJO CA,Place: VALLEJO ELKS B P O E 559
11407647,06/22/2014 23:55,[RMS] Burglary,114 KENTUCKY ST  VALLEJO CA 94590,
11407310,06/22/2014 16:19,[RMS] Burglary,192 HOGAN AV  VALLEJO CA 94589,Place: ALVARADO STONE AND GRANITE
11407729,06/22/2014 14:18,[RMS] Burglary,924 N REGATTA DR  VALLEJO CA 94591,Place: @21 WHEN ENRT
11407300,06/22/2014 12:41,[RMS] Burglary,597 SANDY BEACH RD  VALLEJO CA 94590,Place: MOTEL 6
11407290,06/22/2014 02:07,[RMS] Burglary,101 WINTER HARBOR PL  VALLEJO CA 94591,Place: HUGHES RESIDENCE
11407275,06/21/2014 18:10,[RMS] Burglary,141 HOGAN AV  VALLEJO CA 94589,
11407685,06/21/2014 17:40,[RMS] Burglary,100 CARDINAL LN  VALLEJO CA 94589,
11407697,06/20/2014 15:16,[RMS] Burglary,1432 FARRELL ST  VALLEJO CA 94590,
11407779,06/20/2014 14:42,[RMS] Burglary,2103 REDWOOD ST  VALLEJO CA 94590,
11407226,06/20/2014 14:01,[RMS] Burglary,220 TROTTER DR  VALLEJO CA 94591,
11407225,06/20/2014 13:00,[RMS] Burglary,115 ALABAMA ST  VALLEJO CA 94590,
11407521,06/20/2014 08:54,[RMS] Burglary,237 RAMSGATE WY  VALLEJO CA 94591,
11407211,06/20/2014 01:39,[RMS] Burglary,828 SHERIDAN ST  VALLEJO CA 94590,Place: ?? 1074 WAS INSIDE
11407252,06/20/2014 00:07,[RMS] Burglary,552 FLEMING AVE E  VALLEJO CA 94591,
11407195,06/19/2014 19:05,[RMS] Burglary,405 SAN CARLOS DR  VALLEJO CA 94590,Place: TRAILER PARK
11408582,06/19/2014 12:33,[RMS] Burglary,201 MAINE ST  VALLEJO CA 94590,Place: MARINA VISTA APARTMENTS
11407126,06/18/2014 16:39,[RMS] Burglary,242 NEBRASKA ST  VALLEJO CA 94590,Place: CCC CONSULTANTS
11407348,06/18/2014 14:16,[RMS] Burglary,2070 SOLANO AV  VALLEJO CA 94590,Place: SUPER 8
11407118,06/18/2014 14:10,[RMS] Burglary,136 KATHY ELLEN DR  VALLEJO CA 94591,
11407081,06/18/2014 03:33,[RMS] Burglary,918 ADMIRAL CALLAGHAN LN  VALLEJO CA 94591,Place: @RADIO SHACK
11407076,06/17/2014 22:50,[RMS] Burglary,1306 MAGAZINE ST  VALLEJO CA 94591,
11407227,06/17/2014 18:39,[RMS] Burglary,144 MARQUETTE AV  VALLEJO CA 94589,
11407113,06/16/2014 22:11,[RMS] Burglary,1058 THELMA AV  VALLEJO CA 94591,
11407018,06/16/2014 16:57,[RMS] Burglary,112 PECAN CT  VALLEJO CA 94589,Place: @10851
11408741,06/16/2014 14:08,[RMS] Burglary,SOLANO AV  VALLEJO CA,
11407068,06/16/2014 12:27,[RMS] Burglary,1729 SONOMA BL  VALLEJO CA 94590,Place: @3P6 STEPHANIES BOUTIQUE
11406991,06/16/2014 09:13,[RMS] Burglary,2908 HAYMAN AVE  VALLEJO CA 94591,Place: STEWART RESIDENCE
11406990,06/16/2014 07:03,[RMS] Burglary,1146 KENTUCKY ST  VALLEJO CA 94590,
11407022,06/15/2014 22:23,[RMS] Attempted Burglary-Felony,1805 SACRAMENTO ST  VALLEJO CA 94590,Place: @21 RP FIRST
11406972,06/15/2014 22:09,[RMS] Burglary,218 DWIGHT WY  VALLEJO CA 94589,Place: @GUNS STOLEN
11406967,06/15/2014 19:59,[RMS] Burglary,196 PELICAN DR  VALLEJO CA 94589,Place: RESIDENCE
11406958,06/15/2014 15:59,[RMS] Burglary,5102 ZINFADEL LN  VALLEJO CA 94591,
11411307,06/15/2014 14:59,[RMS] Burglary,5000 GEORGIA ST  VALLEJO CA 94591,Place: EMROM ELECTRIC
11406951,06/15/2014 12:39,[RMS] Burglary,112 REDWING ST  VALLEJO CA 94589,Place: @10851
11406940,06/15/2014 00:29,[RMS] Burglary,1333 N CAMINO ALTO  VALLEJO CA 94589,Place: WATERSTONE APARTMENTS
11407089,06/14/2014 09:26,[RMS] Burglary,2850 REDWOOD PW  VALLEJO CA,Place: VALLEJO ELKS B P O E 559
11407050,06/13/2014 18:55,[RMS] Burglary,222 COUCH ST  VALLEJO CA 94590,Place: METRO SELF STORAGE
11406892,06/13/2014 10:14,[RMS] Burglary,100 LARISSA LN  VALLEJO CA 94590,Place: SEABREEZE APARTMENTS
11406989,06/13/2014 08:47,[RMS] Burglary,116 FARRAGUT AV  VALLEJO CA 94590,
11406884,06/13/2014 02:56,[RMS] Burglary,1524 SACRAMENTO ST  VALLEJO CA 94590,Place: 3RD RECALL
11406885,06/13/2014 02:30,[RMS] Burglary,141 PLAZA DR  VALLEJO CA 94591,Place: MARSHALLS
11406878,06/12/2014 22:12,[RMS] Burglary,1555 VALLE VISTA AV  VALLEJO CA 94589,Place: @459P?
11406863,06/12/2014 13:29,[RMS] Burglary,636 ADMIRAL CALLAGHAN LN  VALLEJO CA 94591,
11406861,06/12/2014 13:00,[RMS] Burglary,435 ILLINOIS ST  VALLEJO CA 94590,
11406812,06/11/2014 19:50,[RMS] Burglary,933 PORTER ST  VALLEJO CA 94590,
11406800,06/11/2014 13:56,[RMS] Burglary,125 CHAPMAN CT  VALLEJO CA 94589,
11406755,06/10/2014 19:40,[RMS] Burglary,165 ODDSTAD DR  VALLEJO CA 94589,
11406703,06/10/2014 15:00,[RMS] Burglary,139 SAN MIGUEL RD  VALLEJO CA 94590,
11406729,06/10/2014 14:50,[RMS] Burglary,615 CAROLINA ST  VALLEJO CA 94590,
11406747,06/10/2014 14:47,[RMS] Burglary,120 CALHOUN ST  VALLEJO CA 94590,
11406793,06/10/2014 12:42,[RMS] Burglary,206 MARQUETTE AV  VALLEJO CA 94589,
11406709,06/10/2014 09:35,[RMS] Burglary,904 ADMIRAL CALLAGHAN LN  VALLEJO CA 94591,Place: TARGET/AND 488J
11407392,06/10/2014 06:12,[RMS] Burglary,2567 TENNESSEE ST  VALLEJO CA 94591,
11406672,06/09/2014 19:14,[RMS] Burglary,238 ALABAMA ST  VALLEJO CA 94590,
11407061,06/09/2014 18:10,[RMS] Burglary,1155 CAPITOL ST  VALLEJO CA 94590,
11406673,06/09/2014 18:05,[RMS] Burglary,357 AVIAN DR  VALLEJO CA 94591,
11406728,06/09/2014 14:48,[RMS] Burglary,2033 BROADWAY ST  VALLEJO CA 94589,Place: CENTRAL SELF STORAGE
11406647,06/09/2014 11:15,[RMS] Burglary,639 CAROLINA ST  VALLEJO CA 94590,
11406836,06/09/2014 08:49,[RMS] Burglary,402 AVIAN DR  VALLEJO CA 94591,
11406643,06/08/2014 19:44,[RMS] Burglary,808 BUTTE ST  VALLEJO CA 94590,
11407494,06/08/2014 14:00,[RMS] Burglary,2033 BROADWAY ST  VALLEJO CA 94589,Place: CENTRAL SELF STORAGE
11406712,06/07/2014 20:43,[RMS] Burglary,220 NIGH ST  VALLEJO CA 94590,Place: VALLEJO
11406551,06/06/2014 15:08,[RMS] Burglary,509 BIRKDALE DR  VALLEJO CA 94591,
11406597,06/06/2014 14:03,[RMS] Burglary,336 BENSON AV  VALLEJO CA 94590,Place: HOUSE
11406553,06/06/2014 10:56,[RMS] Burglary,55 VALLE VISTA  VALLEJO CA 94590,Place: @
11406739,06/06/2014 09:43,[RMS] Attempted Burglary-Felony,303 CARTER ST  VALLEJO CA 94590,
11406532,06/05/2014 23:03,[RMS] Attempted Burglary-Felony,165 ODDSTAD DR  VALLEJO CA 94589,
11406521,06/05/2014 18:06,[RMS] Burglary,920 YORK ST  VALLEJO CA 94590,
11406503,06/05/2014 10:30,[RMS] Burglary,21 TENNESSEE ST  VALLEJO CA 94590,Place: @POSS 488J FIVE POINT LIQUOR
11406745,06/05/2014 08:02,[RMS] Burglary,920 HUMBOLDT ST  VALLEJO CA 94591,Place: PUBLIC STORAGE
11406486,06/05/2014 00:53,[RMS] Attempted Burglary-Felony,1189 ADMIRAL CALLAGHAN LN  VALLEJO CA 94591,Place: VERIZON WIRELESS
11406480,06/04/2014 22:11,[RMS] Burglary,108 CRAVEN ST  VALLEJO CA 94590,
11406477,06/04/2014 19:30,[RMS] Burglary,615 CAROLINA ST  VALLEJO CA 94590,Place: RAP DISTRIBUTORS
11406483,06/04/2014 16:30,[RMS] Burglary,232 EXPOSITION DR  VALLEJO CA 94589,
11406453,06/03/2014 20:40,[RMS] Burglary,304 CAPITOL ST  VALLEJO CA 94590,
11406429,06/03/2014 15:55,[RMS] Burglary,1333 N CAMINO ALTO  VALLEJO CA 94589,Place: WATERSTONE APARTMENTS
11406451,06/03/2014 14:53,[RMS] Burglary,180 HILLVIEW DR  VALLEJO CA 94591,
11410937,06/03/2014 01:30,[RMS] Burglary,222 COUCH ST  VALLEJO CA 94590,Place: METRO SELF STORAGE
11406369,06/02/2014 13:30,[RMS] Burglary,209 LEXINGTON DR  VALLEJO CA 94591,
11408292,06/01/2014 10:52,[RMS] Burglary,259 DIXIE CT  VALLEJO CA 94589,
11406302,06/01/2014 01:15,[RMS] Burglary,918 ADMIRAL CALLAGHAN LN  VALLEJO CA 94591,Place: @RADIO SHACK
11406277,05/31/2014 07:12,[RMS] Burglary,NO ADDRESS DATA  VALLEJO CA,
11406275,05/31/2014 05:34,[RMS] Burglary,165 PLAZA DR  VALLEJO CA 94591,Place: T-MOBILE
11406274,05/31/2014 05:20,[RMS] Attempted Burglary-Felony,109 WHITECLIFF DR  VALLEJO CA 94589,
11500182,05/30/2014 18:11,[RMS] Burglary,721 DANIELS AVE  VALLEJO CA 94590,
11406445,05/30/2014 16:05,[RMS] Burglary,433 OHIO ST  VALLEJO CA 94590,
11406391,05/29/2014 16:52,[RMS] Burglary,200 JORDAN ST  VALLEJO CA 94591,
11406220,05/29/2014 14:15,[RMS] Burglary,140 JOANN CT  VALLEJO CA 94589,
11406221,05/29/2014 13:28,[RMS] Burglary,144 MARQUETTE AV  VALLEJO CA 94589,Place: @POSS 459
11406195,05/29/2014 09:00,[RMS] Burglary,118 PLAZA DR  VALLEJO CA 94591,Place: THE HABIT BURGER GRILL
11406179,05/28/2014 16:18,[RMS] Burglary,41 HALLIDAY ST  VALLEJO CA 94590,Place: @WAGTER RESDIENCE
11406415,05/28/2014 11:14,[RMS] Attempted Burglary-Felony,137 LIGHTHOUSE DR  VALLEJO CA 94590,
11406160,05/28/2014 08:49,[RMS] Attempted Burglary-Felony,50 ROMINE WAY  VALLEJO CA 94591,
11406146,05/27/2014 22:31,[RMS] Burglary,1740 BROADWAY ST  VALLEJO CA 94589,Place: LUCID DREAMS HOLISTICS
11406473,05/27/2014 17:07,[RMS] Burglary,112 FIELDSTONE WAY  VALLEJO CA 94589,
11406118,05/27/2014 12:18,[RMS] Attempted Burglary-Felony,242 TEMPLE WAY  VALLEJO CA 94591,
